loan_id,customer_id,loan_type,employment_type,region,loan_status,credit_score,loan_amount,outstanding_amount,collateral_value,ltv,missed_payments,dpd,previous_dpd,dpd_change,risk_score,risk_category,ews_alert_level
LN001116,CUST002129,Home,Salaried,West,Active,745,2027472,1405146.1,2556971,0.792919434753073,0,0,10,-10,0,Low Risk,Watch
LN001117,CUST002181,Personal,Salaried,Central,Active,500,1944486,1114346.95,2668615,0.7286498801812925,1,0,0,0,2,Low Risk,Critical
LN001118,CUST004893,Auto,Business Owner,Central,Active,742,2447784,957154.42,1176697,2.0802160624187875,0,15,10,5,3,Medium Risk,Critical
LN001119,CUST007044,Auto,Self-Employed,West,Active,531,979758,462369.22,1510704,0.648543990086741,0,0,0,0,2,Low Risk,Critical
LN001120,CUST000138,Home,Salaried,South,Active,734,381607,112538.42,740504,0.515334150794594,3,0,10,-10,1,Low Risk,Warning
LN001121,CUST006328,Education,Self-Employed,South,Active,516,2344500,1502517.64,1631808,1.436749911754324,1,5,0,5,5,Medium Risk,Critical
LN001122,CUST003473,Education,Self-Employed,Central,Active,588,984358,235020.98,1420919,0.6927615156106717,0,0,0,0,1,Low Risk,Warning
LN001123,CUST005450,Home,Business Owner,Central,Active,551,1909693,642437.56,1309115,1.458766418534659,1,0,0,0,4,Medium Risk,Critical
LN001124,CUST002833,Education,Salaried,South,Active,663,1536632,1089779.7,1552729,0.9896330911575684,0,0,90,-90,1,Low Risk,Warning
LN001125,CUST003580,Business,Business Owner,South,Active,802,1685755,619787.91,1148506,1.4677807516895862,2,0,0,0,2,Low Risk,Critical
LN001126,CUST005972,Education,Business Owner,South,Default,531,379239,278129.6,2562986,0.147967643990252,2,90,0,90,5,Medium Risk,Critical
LN001127,CUST003032,Education,Business Owner,Central,Active,697,327821,70197.66,1229917,0.2665391241848027,1,0,30,-30,0,Low Risk,Watch
LN001128,CUST004165,Education,Self-Employed,East,Active,700,1209433,847652.4,363830,3.324170629139983,0,0,0,0,2,Low Risk,Critical
LN001129,CUST002594,Business,Business Owner,West,Active,606,2067182,1037501.34,2965195,0.6971487541291551,0,0,90,-90,1,Low Risk,Warning
LN001130,CUST007942,Education,Salaried,South,Active,835,442254,236633.68,504413,0.8767696312347223,0,10,0,10,1,Low Risk,Warning
LN001131,CUST006197,Business,Self-Employed,Central,Active,844,1824166,906659.72,1097864,1.6615591730851909,1,5,60,-55,3,Medium Risk,Critical
LN001132,CUST005570,Home,Business Owner,North,Active,795,1810145,582573.72,1651754,1.0958926087056546,2,0,0,0,1,Low Risk,Warning
LN001133,CUST004301,Personal,Salaried,Central,Active,527,2282986,1475761.56,1774255,1.2867293596467249,0,15,0,15,5,Medium Risk,Critical
LN001134,CUST006270,Home,Business Owner,East,Active,836,1338072,493406.38,1291056,1.0364167007472953,1,0,0,0,1,Low Risk,Warning
LN001135,CUST003819,Personal,Business Owner,East,Active,786,854883,409978.08,2263846,0.3776241846839405,2,0,0,0,0,Low Risk,Watch
LN001136,CUST004139,Home,Business Owner,South,Active,618,62027,21023.14,504319,0.12299159857153905,0,0,0,0,1,Low Risk,Warning
LN001137,CUST003824,Personal,Self-Employed,West,Active,842,288939,122236.18,1928451,0.1498295782469972,0,0,0,0,0,Low Risk,No Alert
LN001138,CUST004043,Personal,Business Owner,Central,Active,530,2321298,237638.74,2254860,1.029464356988904,1,0,0,0,3,Medium Risk,Critical
LN001139,CUST001907,Auto,Salaried,West,Active,653,540697,284893.6,424912,1.2724917159317695,3,0,30,-30,4,Medium Risk,Critical
LN001140,CUST006255,Personal,Business Owner,North,Active,759,669156,357182.09,1939328,0.34504529403999734,2,0,0,0,0,Low Risk,Watch
LN001141,CUST000761,Personal,Business Owner,West,Active,606,264984,144636.48,2703247,0.09802433887839328,0,5,0,5,2,Low Risk,Warning
LN001142,CUST007831,Auto,Self-Employed,West,Active,750,872431,445181.21,2797577,0.3118523636704191,3,0,0,0,1,Low Risk,Warning
LN001143,CUST007351,Education,Business Owner,South,Active,606,1212031,560083.84,1680577,0.7211993261838048,1,0,60,-60,1,Low Risk,Warning
LN001144,CUST006992,Education,Salaried,North,Delinquent,616,331041,220211.27,1936074,0.17098571645505287,1,60,0,60,3,Medium Risk,Warning
LN001145,CUST006239,Auto,Salaried,East,Active,744,197131,53488.66,375170,0.525444465175787,1,15,0,15,1,Low Risk,Warning
LN001146,CUST006091,Business,Business Owner,West,Active,578,1378965,811431.47,2943559,0.46846861231590736,1,0,60,-60,2,Low Risk,Critical
LN001147,CUST003446,Personal,Salaried,North,Active,728,1841801,1593566.5,396751,4.642208841313569,1,15,10,5,3,Medium Risk,Critical
LN001148,CUST006032,Personal,Salaried,North,Active,522,1779733,358628.47,2330926,0.763530459568429,0,0,0,0,2,Low Risk,Critical
LN001149,CUST007688,Auto,Business Owner,East,Delinquent,696,2496544,572846.39,2371592,1.052686971452088,1,60,30,30,3,Medium Risk,Warning
LN001150,CUST000900,Auto,Salaried,South,Active,687,719108,601406.01,2770413,0.259567075378292,0,0,30,-30,0,Low Risk,Watch
LN001151,CUST004456,Business,Salaried,North,Active,716,1166425,1015452.88,2933549,0.3976156525764526,0,0,10,-10,0,Low Risk,Watch
LN001152,CUST002948,Education,Business Owner,East,Active,746,1934929,1458989.82,381210,5.0757561449070066,2,0,0,0,2,Low Risk,Critical
LN001153,CUST001720,Home,Self-Employed,Central,Active,653,1302320,207732.89,1918075,0.6789724072312083,2,0,0,0,1,Low Risk,Warning
LN001154,CUST000281,Education,Self-Employed,North,Active,694,551144,103624.36,1689394,0.3262376923322801,2,0,0,0,0,Low Risk,Watch
LN001155,CUST003267,Personal,Business Owner,Central,Delinquent,615,2321488,1957230.46,1635285,1.419622879192312,1,60,0,60,5,Medium Risk,Critical
LN001156,CUST001888,Auto,Self-Employed,Central,Active,695,2242217,2125787.43,1320254,1.6983224440145608,1,0,0,0,2,Low Risk,Critical
LN001157,CUST003267,Business,Self-Employed,North,Active,554,1542200,1246420.69,1171162,1.3168118501112571,0,0,0,0,4,Medium Risk,Critical
LN001158,CUST000667,Education,Self-Employed,East,Delinquent,674,1139608,1023465.89,2097918,0.5432090291422258,0,30,0,30,2,Low Risk,Warning
LN001159,CUST004189,Business,Self-Employed,Central,Active,643,1439580,1271612.95,2195621,0.6556596060977737,2,0,30,-30,1,Low Risk,Warning
LN001160,CUST000672,Education,Business Owner,South,Active,813,2013512,668026.06,283707,7.097153048743951,3,0,10,-10,3,Medium Risk,Critical
LN001161,CUST001970,Personal,Self-Employed,West,Default,716,2480460,1160894.58,1598661,1.5515859835199584,0,90,0,90,5,Medium Risk,Critical
LN001162,CUST004157,Home,Self-Employed,Central,Default,756,183314,151788.85,1113387,0.1646453569154301,1,90,0,90,3,Medium Risk,Critical
LN001163,CUST006778,Business,Business Owner,Central,Active,626,845026,381818.36,1498964,0.5637400231092942,1,0,0,0,1,Low Risk,Warning
LN001164,CUST003123,Business,Business Owner,West,Delinquent,672,2083451,765807.82,1172897,1.7763290382701977,0,30,0,30,4,Medium Risk,Critical
LN001165,CUST007571,Home,Self-Employed,East,Active,593,1074803,178760.65,2442291,0.44007982668731943,1,0,0,0,1,Low Risk,Warning
LN001166,CUST007957,Business,Salaried,South,Delinquent,718,1071876,370670.07,1238921,0.8651689655756905,1,60,0,60,2,Low Risk,Warning
LN001167,CUST005125,Business,Business Owner,South,Delinquent,551,570297,534032.69,1113134,0.5123345437296858,0,30,90,-60,4,Medium Risk,Critical
LN001168,CUST005586,Education,Business Owner,Central,Active,518,62409,55539.87,785679,0.07943320363659968,1,10,0,10,3,Medium Risk,Critical
LN001169,CUST004700,Education,Self-Employed,North,Delinquent,736,2428682,1982433.86,789537,3.0760838314100543,2,30,0,30,4,Medium Risk,Critical
LN001170,CUST004778,Home,Salaried,North,Active,670,1162771,866621.45,2444827,0.47560461333255893,1,5,0,5,1,Low Risk,Warning
LN001171,CUST003901,Personal,Business Owner,Central,Active,774,597798,196658.85,1079521,0.5537622704884851,2,0,30,-30,0,Low Risk,Watch
LN001172,CUST006678,Business,Business Owner,North,Active,794,2436634,779816.95,256902,9.484682875181976,0,10,0,10,3,Medium Risk,Critical
LN001173,CUST005525,Personal,Business Owner,South,Active,659,315268,164822.16,2513652,0.12542229393726737,0,10,0,10,2,Low Risk,Warning
LN001174,CUST006982,Home,Salaried,South,Active,739,2281419,1321100.48,1651256,1.381626471001468,3,5,0,5,4,Medium Risk,Critical
LN001175,CUST007681,Home,Business Owner,West,Delinquent,564,1603495,710267.37,2889336,0.5549700692477442,0,30,0,30,4,Medium Risk,Critical
LN001176,CUST006789,Education,Business Owner,South,Active,716,1531555,882138.93,2815769,0.5439206838345049,2,0,0,0,0,Low Risk,Watch
LN001177,CUST006377,Business,Salaried,East,Active,546,1570172,796396.26,2379601,0.6598467558216693,0,10,10,0,3,Medium Risk,Critical
LN001178,CUST000524,Auto,Business Owner,South,Active,573,1502944,938515.87,594046,2.530012827289469,0,5,0,5,5,Medium Risk,Critical
LN001179,CUST002394,Home,Salaried,Central,Active,663,957276,524393.53,1883081,0.5083562523332772,2,0,0,0,1,Low Risk,Warning
LN001180,CUST003118,Business,Salaried,North,Active,697,1574146,448241.45,2180273,0.7219949061424876,1,0,60,-60,0,Low Risk,Watch
LN001181,CUST002594,Personal,Salaried,North,Active,827,58078,31869.66,1325223,0.04382507698704294,1,0,0,0,0,Low Risk,Watch
LN001182,CUST001969,Education,Self-Employed,South,Active,647,1923795,1056736.63,301212,6.38684713756424,0,0,90,-90,3,Medium Risk,Critical
LN001183,CUST005198,Personal,Business Owner,South,Delinquent,585,1754785,268927.49,1037709,1.6910183876211924,2,30,0,30,5,Medium Risk,Critical
LN001184,CUST001754,Home,Business Owner,North,Active,508,1294680,417060.44,481724,2.6875970472718818,1,0,0,0,4,Medium Risk,Critical
LN001185,CUST005933,Home,Business Owner,North,Default,752,2198975,1340512.87,718855,3.0589965987577465,0,90,0,90,5,Medium Risk,Critical
LN001186,CUST007241,Personal,Salaried,South,Default,731,1188807,543085.24,711634,1.6705314810703256,0,90,0,90,5,Medium Risk,Critical
LN001187,CUST006938,Home,Self-Employed,East,Delinquent,746,2153362,1683879.89,1594790,1.3502479950338289,0,60,60,0,4,Medium Risk,Critical
LN001188,CUST002297,Business,Salaried,East,Active,500,949153,144999.96,788131,1.2043086745731357,1,5,0,5,4,Medium Risk,Critical
LN001189,CUST006191,Home,Business Owner,North,Active,766,484128,100733.16,1903283,0.25436469510839954,5,5,30,-25,3,Medium Risk,Critical
LN001190,CUST005241,Education,Salaried,West,Active,604,1078809,1008684.14,1709301,0.6311404486395316,0,0,10,-10,1,Low Risk,Warning
LN001191,CUST002262,Business,Self-Employed,East,Active,733,830132,526624.92,1499824,0.5534862757230181,1,15,60,-45,1,Low Risk,Watch
LN001192,CUST002287,Auto,Business Owner,Central,Delinquent,756,1653447,1016887.05,954299,1.7326299199726711,0,60,0,60,4,Medium Risk,Critical
LN001193,CUST005176,Home,Salaried,North,Active,580,1104364,830375.11,1069841,1.032269281136169,2,0,30,-30,2,Low Risk,Warning
LN001194,CUST006494,Home,Self-Employed,East,Delinquent,622,869118,325456.87,566302,1.5347252879205795,0,30,90,-60,5,Medium Risk,Critical
LN001195,CUST004203,Education,Salaried,South,Active,671,360899,237680.61,2271979,0.1588478590691199,3,0,0,0,1,Low Risk,Warning
LN001196,CUST002879,Education,Salaried,West,Default,806,1282516,623903.36,2093965,0.612482061543531,0,90,90,0,3,Medium Risk,Critical
LN001197,CUST004144,Personal,Business Owner,South,Active,772,222791,90768.75,1058471,0.21048380163462202,0,0,10,-10,0,Low Risk,No Alert
LN001198,CUST003645,Personal,Self-Employed,South,Delinquent,746,707006,173178.48,1552471,0.45540689648953186,0,30,0,30,2,Low Risk,Warning
LN001199,CUST004433,Personal,Salaried,West,Delinquent,693,2193167,375495.32,1728366,1.2689251003549016,0,30,90,-60,4,Medium Risk,Critical
LN001200,CUST005146,Education,Self-Employed,North,Active,611,1206666,136709.92,174812,6.90264970368167,3,15,0,15,5,Medium Risk,Critical
LN001201,CUST006948,Personal,Business Owner,South,Active,522,998996,356359.54,2661345,0.37537260295076363,1,0,0,0,2,Low Risk,Critical
LN001202,CUST005377,Personal,Business Owner,North,Active,814,957579,109662.12,1988062,0.4816645557331713,0,0,0,0,0,Low Risk,No Alert
LN001203,CUST002056,Auto,Business Owner,North,Active,701,1951419,649646.97,228466,8.541397844755894,1,0,0,0,2,Low Risk,Critical
LN001204,CUST004721,Personal,Self-Employed,North,Active,605,1301698,821967.58,2013550,0.6464691713640088,0,0,0,0,1,Low Risk,Warning
LN001205,CUST005987,Home,Self-Employed,South,Delinquent,593,2369974,546916.78,778704,3.0434850726335037,2,30,0,30,5,Medium Risk,Critical
LN001206,CUST001277,Education,Salaried,North,Active,524,1141092,551858.3,2583168,0.4417413037015014,0,0,60,-60,2,Low Risk,Critical
LN001207,CUST005812,Business,Self-Employed,South,Active,644,2389538,538058.1,2364319,1.010666496356879,1,0,30,-30,2,Low Risk,Warning
LN001208,CUST002767,Auto,Business Owner,North,Active,518,1821948,742844.52,740034,2.461978773948224,1,0,0,0,4,Medium Risk,Critical
LN001209,CUST000303,Education,Salaried,Central,Active,709,897347,751111.05,2207871,0.4064309010807244,3,0,0,0,1,Low Risk,Warning
LN001210,CUST000639,Education,Self-Employed,South,Active,581,522073,357652.18,2227547,0.23437126130223065,0,0,0,0,1,Low Risk,Warning
LN001211,CUST000056,Home,Business Owner,Central,Active,545,247284,180015.2,962794,0.2568399886164642,2,0,90,-90,2,Low Risk,Critical
LN001212,CUST004822,Personal,Business Owner,North,Active,534,2465254,1244076.42,1804265,1.3663480697125976,0,10,0,10,5,Medium Risk,Critical
LN001213,CUST000526,Home,Salaried,South,Delinquent,701,2068988,1810838.22,1744444,1.1860443786100328,1,30,10,20,3,Medium Risk,Warning
LN001214,CUST004570,Personal,Business Owner,West,Active,522,1427856,322235.56,2592183,0.5508314806477783,0,10,60,-50,3,Medium Risk,Critical
LN001215,CUST004124,Personal,Self-Employed,Central,Active,799,604495,121986.16,2333222,0.2590816476100431,1,0,10,-10,0,Low Risk,Watch
LN001216,CUST002126,Education,Business Owner,East,Active,764,1755276,649618.0,1190421,1.4745001978291714,2,0,0,0,2,Low Risk,Critical
LN001217,CUST003288,Personal,Salaried,East,Active,845,2434501,447557.94,1251218,1.9457049051404312,2,5,0,5,3,Medium Risk,Critical
LN001218,CUST007554,Auto,Business Owner,West,Active,848,1160149,413441.44,2325692,0.49884034515318454,0,5,60,-55,1,Low Risk,Watch
LN001219,CUST000365,Auto,Business Owner,West,Active,686,428897,249546.58,2190001,0.19584328956927416,2,15,0,15,1,Low Risk,Warning
LN001220,CUST006810,Auto,Self-Employed,East,Default,797,1554602,689921.87,1721051,0.903286422075813,0,90,0,90,3,Medium Risk,Critical
LN001221,CUST004622,Education,Self-Employed,South,Active,689,483918,228147.27,301329,1.6059456607229972,1,0,30,-30,2,Low Risk,Critical
LN001222,CUST006843,Home,Self-Employed,North,Active,739,148471,35247.78,302837,0.4902670413456744,0,0,0,0,0,Low Risk,Watch
LN001223,CUST005432,Business,Self-Employed,South,Active,848,2470652,1182071.18,1051452,2.34975253268813,1,15,0,15,3,Medium Risk,Critical
LN001224,CUST004979,Personal,Business Owner,East,Active,626,123744,109251.54,255916,0.48353365948201754,0,0,0,0,1,Low Risk,Warning
LN001225,CUST005127,Business,Self-Employed,Central,Active,790,1360681,208897.51,373514,3.64291833773299,2,0,0,0,2,Low Risk,Critical
LN001226,CUST005123,Home,Business Owner,Central,Active,610,1902922,1293462.03,151052,12.597794137118344,0,0,0,0,3,Medium Risk,Critical
LN001227,CUST001647,Home,Self-Employed,North,Active,542,2148649,1373233.98,662182,3.244801278198441,2,0,0,0,4,Medium Risk,Critical
LN001228,CUST000919,Education,Self-Employed,North,Active,800,1549862,1215907.69,1548251,1.0010405289581599,0,15,60,-45,2,Low Risk,Warning
LN001229,CUST002798,Auto,Self-Employed,East,Active,633,1997953,1223737.26,2146753,0.930686017441224,1,0,0,0,1,Low Risk,Warning
LN001230,CUST006507,Auto,Business Owner,East,Delinquent,512,1365155,597572.76,2243874,0.6083920041856182,1,30,0,30,4,Medium Risk,Critical
LN001231,CUST005871,Home,Self-Employed,North,Active,510,277478,214495.59,1660765,0.16707842470186932,2,5,0,5,3,Medium Risk,Critical
LN001232,CUST001532,Education,Business Owner,Central,Active,601,1326972,537953.66,1406555,0.9434199160359886,2,0,0,0,1,Low Risk,Warning
LN001233,CUST003346,Education,Self-Employed,West,Active,696,1622826,510820.63,1538662,1.0546994726587127,0,0,90,-90,1,Low Risk,Warning
LN001234,CUST007674,Personal,Self-Employed,West,Active,554,1365022,764339.4,593696,2.2991935266533714,3,0,60,-60,5,Medium Risk,Critical
LN001235,CUST006950,Auto,Salaried,West,Active,682,2191605,1981157.6,2612459,0.838905031619635,1,0,0,0,0,Low Risk,Watch
LN001236,CUST006883,Home,Self-Employed,Central,Active,518,1992349,1129529.42,2960657,0.672941512643984,1,0,0,0,2,Low Risk,Critical
LN001237,CUST001907,Business,Business Owner,South,Default,761,1834191,1734359.67,2498782,0.734034021375214,2,90,0,90,3,Medium Risk,Critical
LN001238,CUST003087,Auto,Salaried,South,Active,508,2246129,1762067.79,2948416,0.7618087135600946,1,5,0,5,3,Medium Risk,Critical
LN001239,CUST005312,Personal,Business Owner,Central,Active,647,913199,759617.25,1015129,0.899589116260101,1,0,0,0,1,Low Risk,Warning
LN001240,CUST005751,Education,Business Owner,South,Active,524,1809434,1283716.7,1366704,1.323939931396996,1,0,10,-10,4,Medium Risk,Critical
LN001241,CUST004581,Home,Salaried,West,Default,805,1362777,548786.38,1111302,1.226288623614463,1,90,0,90,4,Medium Risk,Critical
LN001242,CUST002076,Auto,Self-Employed,Central,Active,571,1946797,995647.32,413678,4.706068488051093,3,15,0,15,6,High Risk,Critical
LN001243,CUST000714,Business,Salaried,North,Active,821,760377,536151.69,1904952,0.39915808902271555,1,0,0,0,0,Low Risk,Watch
LN001244,CUST001063,Personal,Business Owner,Central,Active,556,1325171,467598.89,2948435,0.449448944948761,0,0,0,0,2,Low Risk,Critical
LN001245,CUST001977,Personal,Self-Employed,East,Active,521,1203027,994064.24,813616,1.4786176771351596,0,10,10,0,5,Medium Risk,Critical
LN001246,CUST001297,Auto,Salaried,West,Active,811,569545,293345.4,233343,2.4408060237504445,0,0,10,-10,2,Low Risk,Critical
LN001247,CUST005351,Business,Business Owner,West,Active,535,195044,132007.9,2834343,0.06881453656103019,0,0,0,0,2,Low Risk,Critical
LN001248,CUST006230,Personal,Self-Employed,East,Active,678,1985965,1035783.89,1862411,1.0663408882357333,3,15,60,-45,3,Medium Risk,Warning
LN001249,CUST007642,Home,Business Owner,West,Active,567,1566581,1442538.09,157192,9.966035167184081,0,0,0,0,4,Medium Risk,Critical
LN001250,CUST000126,Personal,Self-Employed,East,Active,500,1684891,795591.9,728012,2.3143725652873854,0,0,10,-10,4,Medium Risk,Critical
LN001251,CUST006956,Business,Self-Employed,East,Active,547,605829,277671.44,2346722,0.25815967975755116,1,0,0,0,2,Low Risk,Critical
LN001252,CUST004633,Education,Salaried,West,Active,651,370317,236044.12,2544842,0.14551669612494605,1,10,0,10,2,Low Risk,Warning
LN001253,CUST006289,Education,Self-Employed,Central,Active,696,441442,88858.11,1520333,0.29035875693022517,1,5,0,5,1,Low Risk,Warning
LN001254,CUST003597,Auto,Business Owner,East,Active,557,373073,263231.19,654581,0.5699416878888938,0,0,10,-10,2,Low Risk,Critical
LN001255,CUST003284,Business,Self-Employed,North,Delinquent,547,1339365,188518.38,218105,6.14091836500768,1,30,0,30,6,High Risk,Critical
LN001256,CUST006169,Personal,Business Owner,East,Active,733,1957293,1738518.12,4599,425.5909980430528,1,0,10,-10,2,Low Risk,Critical
LN001257,CUST001604,Personal,Self-Employed,North,Active,687,677698,375355.39,929950,0.7287467068121942,0,0,0,0,0,Low Risk,Watch
LN001258,CUST007562,Education,Self-Employed,Central,Active,613,2362291,824861.59,1979636,1.1932956361674572,0,0,0,0,2,Low Risk,Warning
LN001259,CUST000067,Education,Salaried,East,Default,589,204882,65474.57,1264938,0.1619699937862567,1,90,0,90,4,Medium Risk,Critical
LN001260,CUST000233,Home,Self-Employed,East,Active,668,67686,48827.64,469679,0.14411119083459129,0,10,60,-50,2,Low Risk,Warning
LN001261,CUST002157,Education,Self-Employed,East,Active,676,310507,53551.02,2404374,0.12914255436134311,0,0,0,0,0,Low Risk,Watch
LN001262,CUST001170,Home,Business Owner,North,Active,691,2230772,1981138.35,2666069,0.8367270314459229,0,0,0,0,0,Low Risk,Watch
LN001263,CUST002159,Personal,Business Owner,Central,Active,632,2344784,1243521.15,1245997,1.8818536481227484,0,0,0,0,3,Medium Risk,Critical
LN001264,CUST006372,Home,Business Owner,West,Active,671,2132209,1451903.4,1012151,2.1066115628992117,0,0,0,0,2,Low Risk,Critical
LN001265,CUST004207,Home,Self-Employed,South,Active,517,827395,135395.64,2353502,0.35155908089306914,0,0,0,0,2,Low Risk,Critical
LN001266,CUST001494,Auto,Business Owner,East,Active,750,144217,44397.38,2230285,0.06466303633840519,2,10,0,10,1,Low Risk,Warning
LN001267,CUST006178,Education,Business Owner,East,Delinquent,611,634054,66119.01,273373,2.319373164138375,2,30,0,30,5,Medium Risk,Critical
LN001268,CUST004719,Home,Self-Employed,East,Active,539,2416915,623365.47,780076,3.0983070880273202,0,0,0,0,4,Medium Risk,Critical
LN001269,CUST007944,Personal,Business Owner,West,Active,601,1919767,1095305.63,6295,304.9669579030977,2,5,30,-25,4,Medium Risk,Critical
LN001270,CUST004008,Business,Salaried,Central,Active,673,2425087,1270834.31,1947526,1.2452141845603089,1,5,0,5,2,Low Risk,Warning
LN001271,CUST007537,Home,Salaried,North,Active,813,659580,503369.24,1244989,0.529787813386303,1,0,0,0,0,Low Risk,Watch
LN001272,CUST006892,Education,Business Owner,West,Delinquent,840,834486,538875.6,710380,1.1747036797207129,0,30,0,30,3,Medium Risk,Warning
LN001273,CUST006739,Auto,Business Owner,Central,Active,801,248254,176829.06,127615,1.945335579673236,0,0,0,0,2,Low Risk,Critical
LN001274,CUST007722,Personal,Business Owner,South,Active,695,2002837,618614.38,325969,6.144256048888084,3,0,0,0,3,Medium Risk,Critical
LN001275,CUST002473,Auto,Self-Employed,Central,Active,571,343780,183699.9,530225,0.6483662596067707,3,5,0,5,4,Medium Risk,Critical
LN001276,CUST002661,Business,Salaried,Central,Active,681,506813,445763.96,2696570,0.18794728117571582,0,5,0,5,1,Low Risk,Warning
LN001277,CUST005638,Home,Salaried,North,Default,740,199210,102900.06,2411582,0.08260552616498215,1,120,0,120,3,Medium Risk,Critical
LN001278,CUST002740,Home,Business Owner,Central,Active,788,837182,239703.82,231345,3.618759860813936,2,0,0,0,2,Low Risk,Critical
LN001279,CUST005402,Education,Business Owner,Central,Active,822,1046899,628732.89,2456010,0.4262600722309763,1,5,60,-55,1,Low Risk,Watch
LN001280,CUST007488,Home,Self-Employed,East,Active,612,1077428,244279.74,1911192,0.5637466042134961,1,5,30,-25,2,Low Risk,Warning
LN001281,CUST001762,Personal,Self-Employed,North,Active,839,1679974,1125121.49,1405222,1.1955221310227138,0,0,0,0,1,Low Risk,Warning
LN001282,CUST003515,Business,Salaried,Central,Delinquent,662,266502,129722.06,2715659,0.09813529607362338,3,30,0,30,4,Medium Risk,Warning
LN001283,CUST001976,Auto,Self-Employed,Central,Active,538,68687,25792.42,2341972,0.02932870247808257,1,0,0,0,2,Low Risk,Critical
LN001284,CUST002363,Business,Salaried,East,Active,734,1486314,450633.4,1284022,1.157545587225141,2,10,10,0,2,Low Risk,Warning
LN001285,CUST000877,Home,Business Owner,North,Active,570,1509603,959813.62,2124105,0.7107007421949479,0,0,0,0,2,Low Risk,Critical
LN001286,CUST006086,Auto,Business Owner,South,Delinquent,718,276345,122442.66,828897,0.33338882876883374,0,30,0,30,2,Low Risk,Warning
LN001287,CUST003813,Education,Salaried,North,Default,504,2324691,1889311.29,1730264,1.343546996296519,0,120,0,120,7,High Risk,Critical
LN001288,CUST003449,Business,Business Owner,West,Active,740,1931116,288965.24,1461612,1.321223416337578,0,10,10,0,3,Medium Risk,Critical
LN001289,CUST001313,Auto,Self-Employed,Central,Delinquent,664,732678,307145.19,2614166,0.28027217858391545,1,30,60,-30,3,Medium Risk,Warning
LN001290,CUST001461,Auto,Business Owner,West,Active,500,830848,151947.29,1822666,0.4558421564894501,0,0,30,-30,2,Low Risk,Critical
LN001291,CUST002710,Auto,Business Owner,West,Delinquent,683,1952918,1600214.47,2544980,0.767360843700147,0,60,10,50,2,Low Risk,Warning
LN001292,CUST002325,Personal,Salaried,South,Delinquent,507,915333,347708.15,618709,1.4794240911316952,2,30,30,0,6,High Risk,Critical
LN001293,CUST001734,Business,Self-Employed,Central,Active,607,743737,444190.55,1790352,0.4154138404068027,2,0,90,-90,1,Low Risk,Warning
LN001294,CUST001606,Auto,Self-Employed,North,Active,684,102957,63858.79,1624440,0.06337999556770334,3,5,0,5,2,Low Risk,Warning
LN001295,CUST005623,Business,Business Owner,East,Delinquent,783,358221,285641.63,2624491,0.13649160923013262,0,60,0,60,2,Low Risk,Warning
LN001296,CUST006768,Auto,Business Owner,Central,Active,653,231607,214819.35,1358435,0.17049545984901743,1,5,0,5,2,Low Risk,Warning
LN001297,CUST002564,Education,Self-Employed,West,Delinquent,533,143062,48913.33,2213884,0.06462036854686154,3,60,0,60,5,Medium Risk,Critical
LN001298,CUST003422,Education,Self-Employed,West,Active,521,71558,35150.55,1950506,0.03668689047867579,1,15,0,15,3,Medium Risk,Critical
LN001299,CUST006987,Education,Salaried,Central,Active,647,1231918,692735.08,78964,15.601008054303227,1,0,0,0,3,Medium Risk,Critical
LN001300,CUST003518,Home,Business Owner,South,Default,650,1960891,576643.31,1723952,1.137439441469368,0,90,10,80,5,Medium Risk,Critical
LN001301,CUST007998,Auto,Business Owner,North,Default,566,744989,180484.47,1329134,0.5605070670075403,3,90,0,90,6,High Risk,Critical
LN001302,CUST002398,Home,Self-Employed,East,Active,577,558505,59945.36,732587,0.7623736156934262,1,0,0,0,2,Low Risk,Critical
LN001303,CUST005727,Business,Salaried,South,Active,731,100684,14559.65,2689006,0.03744283203533202,1,0,0,0,0,Low Risk,Watch
LN001304,CUST003736,Home,Self-Employed,North,Active,538,1953621,1455019.23,1123000,1.7396447016918968,0,5,0,5,5,Medium Risk,Critical
LN001305,CUST002871,Business,Business Owner,Central,Active,664,748142,532630.41,1045968,0.7152627996267572,0,5,0,5,2,Low Risk,Warning
LN001306,CUST001161,Business,Business Owner,South,Delinquent,598,2205690,270339.01,2884109,0.7647734534305048,0,60,0,60,3,Medium Risk,Warning
LN001307,CUST004855,Business,Business Owner,East,Active,628,979984,492262.67,1727386,0.5673219535182061,2,0,0,0,1,Low Risk,Warning
LN001308,CUST007043,Home,Business Owner,North,Active,518,813973,177116.62,2510342,0.3242478514879646,0,0,0,0,2,Low Risk,Critical
LN001309,CUST000243,Auto,Salaried,Central,Default,770,2294316,644005.34,1064110,2.156089126124179,2,120,0,120,5,Medium Risk,Critical
LN001310,CUST002591,Home,Business Owner,North,Delinquent,500,1347526,1183032.34,1436555,0.9380260414672602,0,60,0,60,4,Medium Risk,Critical
LN001311,CUST001064,Auto,Self-Employed,East,Delinquent,786,1717581,1143673.71,1937281,0.8865936330351663,0,60,0,60,2,Low Risk,Warning
LN001312,CUST004325,Auto,Salaried,Central,Active,679,2315545,906397.39,72789,31.81174353267664,2,0,60,-60,2,Low Risk,Critical
LN001313,CUST002596,Business,Salaried,West,Active,755,841094,762464.16,896071,0.93864660278036,1,0,10,-10,0,Low Risk,Watch
