loan_id,customer_id,loan_type,age,gender,employment_type,annual_income,credit_score,loan_amount,outstanding_amount,interest_rate,loan_term,region,application_date,disbursement_date,last_payment_date,monthly_installment,total_payments,missed_payments,dpd,previous_dpd,collateral_value,loan_status
LN000867,CUST001828,Business,26,Male,Self-Employed,2229233,848,2433858,394691.78,7.49,12,South,2022-08-05,2022-08-16,2024-03-25,202821.5,10,2,0,30,62887,Active
LN000868,CUST003142,Business,51,Female,Self-Employed,1852958,752,1647152,224078.47,10.99,60,North,2022-08-05,2022-08-15,2023-07-31,27452.53,59,1,5,0,1665613,Active
LN000869,CUST007420,Education,25,Female,Salaried,1170208,757,904177,230255.7,17.04,60,South,2022-08-06,2022-08-10,2024-07-08,15069.62,59,1,5,0,1828555,Active
LN000870,CUST003487,Business,60,Female,Business Owner,1016465,547,2002434,593340.51,8.98,24,South,2022-08-06,2022-08-07,2023-06-17,83434.75,24,0,60,0,1068548,Delinquent
LN000871,CUST001811,Home,60,Female,Salaried,1243515,633,2385011,1586793.67,13.36,24,East,2022-08-06,2022-08-23,2024-07-05,99375.46,22,2,0,0,465865,Active
LN000872,CUST006589,Business,50,Male,Salaried,2644921,799,1930190,201522.46,10.53,48,West,2022-08-06,2022-08-07,2023-07-25,40212.29,48,0,0,90,1073765,Active
LN000873,CUST002924,Education,25,Female,Self-Employed,1085252,698,957865,839945.08,15.1,24,East,2022-08-07,2022-08-20,2022-12-27,39911.04,23,1,0,0,2380752,Active
LN000874,CUST005302,Education,32,Male,Salaried,1803864,791,505773,172487.37,8.74,24,East,2022-08-07,2022-09-04,2024-03-23,21073.88,24,0,0,60,1836720,Active
LN000875,CUST002215,Education,27,Female,Salaried,796401,635,1878766,352716.35,13.56,84,Central,2022-08-07,2022-08-15,2022-12-02,22366.26,82,2,120,0,2615657,Default
LN000876,CUST004187,Personal,33,Male,Salaried,2965141,582,391080,355999.52,7.0,24,Central,2022-08-07,2022-08-10,2023-01-25,16295.0,24,0,5,0,2924892,Active
LN000877,CUST000714,Home,24,Male,Business Owner,1648714,765,2313819,2008920.83,9.78,48,North,2022-08-08,2022-08-10,2022-12-08,48204.56,48,0,15,30,1105839,Active
LN000878,CUST005978,Personal,62,Female,Salaried,1187326,718,736328,127301.15,8.78,12,Central,2022-08-08,2022-08-31,2023-07-23,61360.67,10,2,90,90,663982,Default
LN000879,CUST003603,Auto,23,Female,Self-Employed,1474947,848,2368516,1129379.83,9.31,72,North,2022-08-08,2022-08-26,2023-01-06,32896.06,71,1,10,0,794613,Active
LN000880,CUST004135,Home,32,Female,Business Owner,400544,518,2332556,1484386.73,16.46,36,South,2022-08-08,2022-08-13,2024-01-31,64793.22,33,3,5,0,1721196,Active
LN000881,CUST007294,Business,21,Male,Self-Employed,1208785,517,1189858,913284.89,17.06,12,South,2022-08-09,2022-09-01,2023-01-05,99154.83,9,3,0,0,1621309,Active
LN000882,CUST003523,Education,47,Female,Business Owner,2675835,678,2441670,2282367.35,15.31,72,East,2022-08-09,2022-09-06,2022-12-01,33912.08,70,2,0,60,2704398,Active
LN000883,CUST004269,Auto,63,Male,Business Owner,2660309,522,1445383,1076569.32,13.49,72,South,2022-08-09,2022-08-18,2024-05-25,20074.76,71,1,60,0,1679061,Delinquent
LN000884,CUST004749,Home,33,Female,Business Owner,1694951,814,842328,473225.44,9.54,12,Central,2022-08-09,2022-08-19,2023-04-19,70194.0,10,2,0,0,1136075,Active
LN000885,CUST004850,Personal,37,Male,Self-Employed,2807677,743,1444350,186852.85,10.02,12,Central,2022-08-10,2022-08-19,2023-03-07,120362.5,10,2,60,0,1815769,Delinquent
LN000886,CUST001244,Education,28,Female,Salaried,1884734,606,1971714,540793.46,10.41,60,Central,2022-08-10,2022-08-19,2024-03-13,32861.9,60,0,0,0,227768,Active
LN000887,CUST003710,Personal,52,Male,Business Owner,2364866,630,2274689,1907067.19,15.55,84,West,2022-08-10,2022-08-26,2023-11-07,27079.63,80,4,0,10,716508,Active
LN000888,CUST001082,Home,40,Male,Self-Employed,819454,509,2465732,1072738.56,9.78,36,Central,2022-08-10,2022-08-14,2022-12-11,68492.56,36,0,0,0,2878976,Active
LN000889,CUST005780,Home,37,Male,Business Owner,2044755,698,275134,51391.19,17.71,36,East,2022-08-11,2022-08-15,2023-03-23,7642.61,34,2,0,10,2877066,Active
LN000890,CUST006620,Auto,54,Female,Salaried,2683398,804,1515194,1177055.93,15.76,60,East,2022-08-11,2022-08-19,2022-12-15,25253.23,60,0,60,30,2860833,Delinquent
LN000891,CUST000456,Business,55,Male,Business Owner,876678,811,566485,115158.2,18.0,72,South,2022-08-11,2022-09-09,2023-11-29,7867.85,71,1,30,0,245776,Delinquent
LN000892,CUST004925,Personal,55,Female,Self-Employed,2426396,589,2319087,791016.7,12.05,60,North,2022-08-11,2022-08-17,2023-02-10,38651.45,56,4,60,10,698559,Delinquent
LN000893,CUST000895,Auto,58,Male,Business Owner,2798297,643,2220317,277192.99,13.48,72,West,2022-08-12,2022-08-31,2023-02-14,30837.74,71,1,0,30,554426,Active
LN000894,CUST001385,Education,62,Female,Self-Employed,2370792,794,2039310,719370.1,10.08,24,North,2022-08-12,2022-09-02,2022-10-29,84971.25,22,2,90,0,905085,Default
LN000895,CUST001959,Business,44,Female,Salaried,2082754,608,2364769,1880317.07,13.64,60,West,2022-08-12,2022-08-30,2023-01-15,39412.82,59,1,0,0,2445260,Active
LN000896,CUST003073,Auto,38,Male,Salaried,1911274,703,1190367,568092.94,17.71,48,East,2022-08-12,2022-08-14,2023-06-13,24799.31,48,0,120,90,2615949,Default
LN000897,CUST006531,Personal,59,Male,Business Owner,1640231,543,2307847,640075.72,7.33,84,East,2022-08-13,2022-08-26,2023-07-01,27474.37,82,2,15,0,148597,Active
LN000898,CUST001997,Home,53,Female,Salaried,1567220,507,356654,181074.04,10.18,60,West,2022-08-13,2022-08-17,2024-03-25,5944.23,59,1,10,0,920938,Active
LN000899,CUST006492,Education,43,Male,Self-Employed,2756851,800,779317,80130.84,10.09,24,South,2022-08-13,2022-09-08,2024-02-27,32471.54,23,1,60,30,671531,Delinquent
LN000900,CUST004286,Personal,45,Female,Business Owner,1215968,652,1562953,1087218.37,17.81,60,Central,2022-08-13,2022-08-20,2024-04-03,26049.22,58,2,10,0,1510772,Active
LN000901,CUST000505,Business,57,Female,Self-Employed,1390971,516,666125,69636.71,8.46,48,Central,2022-08-14,2022-09-03,2022-12-17,13877.6,46,2,0,30,2336145,Active
LN000902,CUST001215,Business,47,Female,Business Owner,1984022,838,815264,299184.67,15.94,60,North,2022-08-14,2022-09-12,2024-07-07,13587.73,58,2,0,0,2939957,Active
LN000903,CUST001532,Home,21,Female,Self-Employed,530307,736,1775107,453369.06,10.02,72,East,2022-08-14,2022-08-19,2022-11-25,24654.26,72,0,0,60,1943196,Active
LN000904,CUST003441,Home,41,Female,Business Owner,2032887,834,1881044,1699361.78,16.47,12,Central,2022-08-14,2022-09-09,2023-07-06,156753.67,8,4,0,0,2840990,Active
LN000905,CUST007577,Education,30,Female,Self-Employed,1901055,555,195103,40171.1,12.37,84,East,2022-08-15,2022-09-09,2022-12-20,2322.65,82,2,30,0,436305,Delinquent
LN000906,CUST000824,Education,51,Female,Self-Employed,1922592,543,1296864,804046.06,9.66,36,East,2022-08-15,2022-08-29,2022-11-21,36024.0,36,0,0,0,361523,Active
LN000907,CUST000929,Home,64,Female,Business Owner,973511,808,2300910,959396.08,14.81,84,East,2022-08-15,2022-08-18,2023-09-09,27391.79,82,2,90,0,1046330,Default
LN000908,CUST005030,Home,45,Female,Self-Employed,740832,740,634212,452359.41,16.26,48,Central,2022-08-15,2022-09-12,2023-07-23,13212.75,47,1,0,10,1110713,Active
LN000909,CUST005237,Business,40,Male,Salaried,1963224,538,2104824,811413.02,12.17,48,Central,2022-08-16,2022-08-24,2023-07-13,43850.5,48,0,90,60,2401609,Default
LN000910,CUST000134,Home,22,Female,Self-Employed,2516742,629,2003572,379609.57,14.85,48,Central,2022-08-16,2022-08-19,2022-10-31,41741.08,48,0,0,0,288223,Active
LN000911,CUST002106,Auto,35,Female,Business Owner,1771898,597,2084600,280370.92,9.0,72,West,2022-08-16,2022-08-19,2024-03-04,28952.78,72,0,0,0,586624,Active
LN000912,CUST003628,Personal,48,Female,Salaried,2440160,780,555161,522896.29,17.31,12,Central,2022-08-16,2022-09-14,2023-04-10,46263.42,8,4,0,0,2689348,Active
LN000913,CUST004781,Home,33,Male,Salaried,2027582,579,576111,529333.45,8.06,12,East,2022-08-17,2022-08-30,2023-09-02,48009.25,11,1,10,90,1527545,Active
LN000914,CUST006816,Education,34,Male,Self-Employed,2833638,787,396392,112124.19,9.44,36,East,2022-08-17,2022-09-01,2023-09-02,11010.89,36,0,30,0,868572,Delinquent
LN000915,CUST006317,Auto,22,Male,Self-Employed,2364584,834,1046788,183342.96,10.17,24,North,2022-08-17,2022-09-15,2022-11-05,43616.17,24,0,0,0,771244,Active
LN000916,CUST001853,Education,54,Male,Self-Employed,2669087,733,292751,180503.54,8.68,36,South,2022-08-17,2022-09-06,2024-03-02,8131.97,35,1,60,0,644709,Delinquent
LN000917,CUST004911,Auto,55,Male,Salaried,628388,833,500918,344160.08,11.47,48,West,2022-08-18,2022-09-14,2023-03-05,10435.79,47,1,0,0,2820253,Active
LN000918,CUST005269,Home,57,Male,Salaried,1658908,668,1603636,1161442.99,12.04,48,North,2022-08-18,2022-08-29,2023-09-13,33409.08,48,0,0,0,2619624,Active
LN000919,CUST004176,Personal,45,Female,Salaried,2884735,578,1352117,1184288.96,12.7,84,West,2022-08-18,2022-08-24,2024-05-01,16096.63,81,3,0,0,1834865,Active
LN000920,CUST002934,Education,35,Male,Business Owner,954241,570,1811061,571954.23,7.45,48,West,2022-08-18,2022-09-08,2022-12-14,37730.44,46,2,30,0,302434,Delinquent
LN000921,CUST003285,Auto,32,Male,Business Owner,1824177,762,380574,109751.86,9.41,84,East,2022-08-19,2022-08-28,2023-05-26,4530.64,84,0,5,60,1671298,Active
LN000922,CUST004299,Business,29,Male,Self-Employed,1355449,699,1969623,321392.02,15.89,36,East,2022-08-19,2022-09-01,2023-01-17,54711.75,36,0,0,10,781376,Active
LN000923,CUST002812,Home,51,Male,Business Owner,2579528,710,1463120,332990.74,15.92,24,East,2022-08-19,2022-09-11,2024-06-15,60963.33,22,2,5,10,932611,Active
LN000924,CUST005349,Personal,34,Male,Business Owner,2592905,517,175242,114266.37,10.63,24,East,2022-08-19,2022-09-01,2023-01-16,7301.75,24,0,90,0,906846,Default
LN000925,CUST005796,Home,49,Female,Self-Employed,1103291,772,2394181,1228957.41,12.07,36,North,2022-08-20,2022-09-15,2023-09-07,66505.03,35,1,0,30,2704782,Active
LN000926,CUST001251,Business,63,Female,Self-Employed,1699291,709,2481629,1761078.11,9.02,72,South,2022-08-20,2022-08-25,2022-12-28,34467.07,71,1,10,0,17733,Active
LN000927,CUST005779,Personal,58,Male,Salaried,1817972,616,1284436,807748.58,16.04,48,South,2022-08-20,2022-09-12,2024-03-08,26759.08,48,0,0,0,1268969,Active
LN000928,CUST005652,Business,62,Female,Salaried,1640941,603,1836703,1286652.51,17.52,84,North,2022-08-20,2022-09-01,2022-10-10,21865.51,83,1,0,90,532514,Active
LN000929,CUST003513,Home,28,Male,Self-Employed,947174,576,2428041,1338233.79,10.2,84,South,2022-08-21,2022-08-29,2023-07-05,28905.25,84,0,120,0,2202849,Default
LN000930,CUST007570,Auto,23,Female,Self-Employed,1333881,814,1458326,1321291.05,15.6,36,Central,2022-08-21,2022-09-09,2024-01-24,40509.06,36,0,30,0,1151514,Delinquent
LN000931,CUST006191,Home,22,Female,Business Owner,2826261,510,84936,57188.85,10.88,36,Central,2022-08-21,2022-09-06,2022-10-24,2359.33,34,2,60,0,1941481,Delinquent
LN000932,CUST001257,Home,36,Male,Business Owner,1397445,550,1989920,1392993.89,7.03,60,Central,2022-08-21,2022-09-11,2023-03-06,33165.33,59,1,0,0,1766220,Active
LN000933,CUST003377,Home,39,Male,Business Owner,265580,506,843565,717617.22,13.6,60,East,2022-08-22,2022-08-29,2024-03-14,14059.42,59,1,0,0,2742952,Active
LN000934,CUST005646,Education,50,Male,Self-Employed,1212647,536,796993,492547.23,11.51,84,Central,2022-08-22,2022-08-31,2023-12-15,9488.01,84,0,30,0,2987669,Delinquent
LN000935,CUST005263,Business,61,Female,Self-Employed,2708438,760,1127408,331389.13,15.34,84,West,2022-08-22,2022-08-25,2022-12-16,13421.52,83,1,10,0,366759,Active
LN000936,CUST003487,Business,36,Female,Salaried,1799609,561,1999006,923544.8,15.24,84,West,2022-08-22,2022-09-18,2024-06-19,23797.69,83,1,0,30,1512316,Active
LN000937,CUST003585,Business,51,Male,Business Owner,337697,699,2336641,1674094.57,17.41,12,North,2022-08-23,2022-09-01,2024-02-25,194720.08,11,1,0,30,2905436,Active
LN000938,CUST001397,Education,48,Male,Salaried,2914793,829,906810,804569.4,11.82,12,West,2022-08-23,2022-09-02,2023-06-07,75567.5,12,0,0,0,2491193,Active
LN000939,CUST003638,Auto,24,Female,Self-Employed,874469,589,1534888,779585.28,12.31,36,North,2022-08-23,2022-08-30,2023-01-19,42635.78,36,0,0,60,1698852,Active
LN000940,CUST003331,Home,30,Male,Business Owner,1158281,578,819599,237895.26,11.4,60,South,2022-08-23,2022-08-24,2024-02-13,13659.98,59,1,60,0,2782634,Delinquent
LN000941,CUST002704,Auto,38,Female,Salaried,1514734,554,2076192,762767.22,10.27,48,West,2022-08-24,2022-09-21,2023-11-23,43254.0,48,0,0,0,639115,Active
LN000942,CUST000471,Education,52,Female,Self-Employed,1287124,720,1665072,770242.76,14.02,12,West,2022-08-24,2022-09-10,2022-12-23,138756.0,12,0,0,0,937668,Active
LN000943,CUST007115,Business,50,Male,Salaried,1449779,591,2084049,1502302.88,16.11,48,North,2022-08-24,2022-08-30,2023-08-10,43417.69,47,1,0,0,1108026,Active
LN000944,CUST005132,Home,56,Female,Business Owner,2862473,573,1582557,300247.36,8.74,48,West,2022-08-24,2022-08-26,2023-10-03,32969.94,48,0,0,30,2718617,Active
LN000945,CUST001354,Personal,29,Female,Salaried,1169674,555,2038491,286202.18,17.8,12,North,2022-08-25,2022-09-15,2022-12-10,169874.25,12,0,60,30,777609,Delinquent
LN000946,CUST002784,Personal,56,Female,Salaried,2074068,731,1524994,1445789.75,14.52,72,West,2022-08-25,2022-09-01,2024-03-18,21180.47,70,2,0,0,93616,Active
LN000947,CUST002832,Auto,49,Female,Self-Employed,529240,678,2176891,867229.11,15.58,36,East,2022-08-25,2022-08-30,2023-12-18,60469.19,35,1,0,0,1059074,Active
LN000948,CUST005064,Business,36,Male,Business Owner,782523,560,1332534,422166.2,17.99,60,South,2022-08-25,2022-09-05,2024-04-03,22208.9,60,0,0,0,1136703,Active
LN000949,CUST000358,Personal,48,Female,Salaried,801148,616,1747244,1108733.04,12.54,12,West,2022-08-26,2022-09-08,2022-12-11,145603.67,11,1,10,10,2668358,Active
LN000950,CUST003020,Auto,41,Male,Self-Employed,2127009,577,415637,370619.94,7.78,24,South,2022-08-26,2022-09-11,2024-06-28,17318.21,23,1,5,10,2542341,Active
LN000951,CUST007576,Education,22,Female,Business Owner,2916725,735,1537390,728317.98,15.69,24,West,2022-08-26,2022-09-08,2022-12-01,64057.92,23,1,5,0,1843894,Active
LN000952,CUST000668,Auto,55,Male,Self-Employed,1274398,532,1328756,1048650.34,16.58,48,West,2022-08-26,2022-09-12,2024-01-31,27682.42,45,3,0,0,562873,Active
LN000953,CUST004469,Auto,48,Female,Business Owner,1719322,554,1909257,637491.19,8.79,24,East,2022-08-27,2022-09-04,2023-03-14,79552.38,24,0,0,10,1938998,Active
LN000954,CUST005128,Auto,56,Female,Self-Employed,1855256,742,792058,439418.18,7.27,48,Central,2022-08-27,2022-08-30,2024-04-12,16501.21,45,3,10,0,1938126,Active
LN000955,CUST001146,Home,51,Male,Self-Employed,2941563,773,905148,513807.3,8.49,72,Central,2022-08-27,2022-09-23,2023-08-11,12571.5,70,2,60,60,21278,Delinquent
LN000956,CUST005468,Auto,53,Female,Self-Employed,234985,573,687536,206244.05,10.56,72,South,2022-08-27,2022-09-13,2023-07-05,9549.11,71,1,0,0,630954,Active
LN000957,CUST006820,Auto,43,Male,Salaried,2846716,520,277877,162959.81,17.17,72,South,2022-08-28,2022-09-25,2023-08-20,3859.4,70,2,30,30,252224,Delinquent
LN000958,CUST004186,Home,61,Female,Salaried,1684831,700,553952,326764.58,7.03,72,East,2022-08-28,2022-09-09,2024-01-21,7693.78,71,1,30,0,82506,Delinquent
LN000959,CUST003720,Home,37,Male,Self-Employed,881333,653,648544,383936.55,15.84,84,North,2022-08-28,2022-09-20,2024-04-23,7720.76,84,0,15,0,1909329,Active
LN000960,CUST002746,Education,21,Male,Business Owner,1706350,753,113581,50115.33,16.4,72,South,2022-08-28,2022-09-17,2024-01-07,1577.51,71,1,0,30,2894438,Active
LN000961,CUST007484,Business,62,Female,Self-Employed,1062243,706,855201,547313.18,15.92,60,Central,2022-08-29,2022-09-12,2024-01-14,14253.35,59,1,5,0,2895286,Active
LN000962,CUST007346,Personal,43,Female,Salaried,2256164,648,1436036,559254.78,7.9,12,East,2022-08-29,2022-08-30,2023-05-23,119669.67,11,1,0,0,313664,Active
LN000963,CUST000540,Personal,47,Female,Business Owner,2869559,682,499510,216146.29,14.47,12,North,2022-08-29,2022-09-03,2024-05-12,41625.83,12,0,0,30,322529,Active
LN000964,CUST002780,Auto,45,Female,Salaried,2149627,801,2230716,301223.94,17.49,60,East,2022-08-29,2022-09-08,2023-04-17,37178.6,59,1,5,0,1829826,Active
LN000965,CUST004965,Education,52,Female,Self-Employed,2806304,796,2312584,2110463.71,8.32,48,Central,2022-08-30,2022-09-22,2022-11-24,48178.83,47,1,0,0,952488,Active
LN000966,CUST004137,Auto,39,Female,Salaried,1024035,760,1946083,1381781.36,7.35,72,East,2022-08-30,2022-09-19,2024-06-20,27028.93,71,1,5,30,430446,Active
LN000967,CUST004836,Personal,44,Female,Salaried,2850380,543,2388328,1739800.67,16.61,84,West,2022-08-30,2022-09-28,2022-12-02,28432.48,83,1,10,0,907638,Active
LN000968,CUST003776,Home,23,Female,Salaried,2829817,643,383338,294629.28,14.09,36,Central,2022-08-30,2022-09-19,2023-10-20,10648.28,35,1,0,0,2303153,Active
LN000969,CUST006043,Business,32,Female,Self-Employed,2621604,743,628990,446745.38,14.11,24,North,2022-08-31,2022-09-16,2024-04-14,26207.92,24,0,15,0,504888,Active
LN000970,CUST006646,Education,55,Male,Salaried,2501162,504,491883,412016.84,17.61,84,East,2022-08-31,2022-09-15,2023-04-29,5855.75,84,0,120,30,737213,Default
LN000971,CUST007103,Home,35,Male,Self-Employed,2595257,561,2461141,293880.75,15.47,72,Central,2022-08-31,2022-09-18,2024-05-28,34182.51,69,3,0,90,633469,Active
LN000972,CUST007313,Business,37,Male,Self-Employed,248029,845,1908344,360402.81,11.37,60,Central,2022-08-31,2022-09-07,2024-02-29,31805.73,59,1,60,10,2653793,Delinquent
LN000973,CUST005321,Education,52,Female,Salaried,2442001,525,1968266,898962.51,11.79,24,North,2022-09-01,2022-09-09,2023-08-30,82011.08,24,0,0,30,1041810,Active
LN000974,CUST005025,Education,27,Male,Business Owner,2206444,816,932509,776307.93,8.59,36,Central,2022-09-01,2022-09-08,2023-07-08,25903.03,36,0,60,60,2580019,Delinquent
LN000975,CUST006133,Personal,39,Female,Salaried,2191671,824,1972236,682132.67,10.34,84,North,2022-09-01,2022-09-22,2023-04-02,23479.0,83,1,0,0,1401647,Active
LN000976,CUST007892,Home,27,Female,Salaried,1411553,683,1896223,1394128.01,11.9,48,Central,2022-09-01,2022-09-29,2024-02-22,39504.65,48,0,15,0,204253,Active
LN000977,CUST002509,Education,25,Female,Salaried,312236,805,77396,25398.67,9.87,84,East,2022-09-02,2022-09-03,2023-09-06,921.38,82,2,5,10,904475,Active
LN000978,CUST002780,Education,60,Female,Business Owner,1383909,535,693850,658368.92,17.07,72,North,2022-09-02,2022-09-16,2023-02-05,9636.81,71,1,15,0,113705,Active
LN000979,CUST006896,Business,41,Male,Business Owner,1152207,529,414373,337682.57,7.13,24,North,2022-09-02,2022-09-22,2023-04-29,17265.54,23,1,15,0,1476514,Active
LN000980,CUST000925,Personal,27,Male,Self-Employed,1209084,568,1788791,880344.18,13.46,48,Central,2022-09-02,2022-09-13,2023-12-26,37266.48,45,3,90,0,1198755,Default
LN000981,CUST002957,Auto,57,Male,Business Owner,1810170,731,685355,585448.47,15.49,72,West,2022-09-03,2022-09-04,2023-12-05,9518.82,72,0,0,10,2494080,Active
LN000982,CUST001582,Personal,43,Female,Business Owner,2621728,675,1081493,664447.62,15.05,36,North,2022-09-03,2022-09-20,2024-05-07,30041.47,33,3,90,0,1502398,Default
LN000983,CUST007715,Auto,31,Female,Salaried,1118862,777,124406,26188.25,14.08,48,West,2022-09-03,2022-09-18,2024-04-19,2591.79,47,1,0,90,903074,Active
LN000984,CUST003325,Home,30,Male,Self-Employed,2638255,532,2258581,1490131.59,11.51,84,South,2022-09-03,2022-09-21,2024-01-18,26887.87,84,0,30,60,280267,Delinquent
LN000985,CUST004486,Home,41,Female,Self-Employed,1807401,568,1843645,993752.78,17.1,36,East,2022-09-04,2022-09-17,2023-10-26,51212.36,35,1,0,0,41992,Active
LN000986,CUST005714,Education,61,Male,Business Owner,2324489,754,1226083,333555.74,10.62,12,West,2022-09-04,2022-09-22,2024-01-02,102173.58,10,2,0,0,1779804,Active
LN000987,CUST007027,Home,53,Male,Business Owner,2685058,549,2474195,417392.49,15.25,24,East,2022-09-04,2022-09-05,2023-06-04,103091.46,21,3,0,0,1625256,Active
LN000988,CUST000256,Education,40,Male,Salaried,853450,522,1003100,853782.11,17.19,24,North,2022-09-04,2022-09-06,2022-11-23,41795.83,23,1,0,10,444031,Active
LN000989,CUST004805,Personal,53,Female,Business Owner,459850,753,2130048,908678.89,8.41,84,East,2022-09-05,2022-09-26,2023-11-21,25357.71,83,1,0,0,2801019,Active
LN000990,CUST001839,Home,60,Male,Business Owner,525391,663,2255771,1922887.34,17.42,84,West,2022-09-05,2022-09-06,2023-03-08,26854.42,84,0,90,30,1317482,Default
LN000991,CUST001945,Personal,55,Female,Self-Employed,2126309,772,1613251,1182273.36,15.54,36,North,2022-09-05,2022-09-17,2022-11-17,44812.53,35,1,0,0,588091,Active
LN000992,CUST006594,Personal,54,Male,Business Owner,639709,680,620335,77761.71,13.78,36,West,2022-09-05,2022-09-11,2024-05-21,17231.53,36,0,0,30,391647,Active
LN000993,CUST000010,Home,56,Female,Salaried,1808448,846,1595738,1263791.63,11.11,60,North,2022-09-06,2022-09-08,2023-11-17,26595.63,59,1,0,30,1729991,Active
LN000994,CUST002872,Personal,47,Female,Self-Employed,1606700,749,2058432,610974.88,16.95,36,West,2022-09-06,2022-10-01,2023-03-09,57178.67,36,0,0,0,818189,Active
LN000995,CUST000798,Home,39,Male,Self-Employed,1073595,736,889319,405071.91,7.48,36,North,2022-09-06,2022-09-28,2024-04-25,24703.31,36,0,0,0,521374,Active
LN000996,CUST007410,Home,63,Female,Business Owner,2503930,731,2159521,869644.94,11.75,84,West,2022-09-06,2022-09-07,2023-05-22,25708.58,83,1,60,0,2158118,Delinquent
LN000997,CUST007419,Home,25,Female,Salaried,927651,621,1100236,122892.99,15.32,48,South,2022-09-07,2022-09-19,2024-06-06,22921.58,46,2,0,30,1670930,Active
LN000998,CUST004973,Auto,49,Female,Self-Employed,943747,741,1524789,1260173.46,15.92,48,West,2022-09-07,2022-09-23,2023-05-24,31766.44,48,0,5,90,2149656,Active
LN000999,CUST005125,Personal,30,Male,Salaried,629961,633,1060309,741833.93,9.23,24,West,2022-09-07,2022-09-26,2024-01-04,44179.54,23,1,0,10,585883,Active
LN001000,CUST007287,Business,60,Female,Salaried,461199,570,1688680,840360.98,7.52,48,South,2022-09-07,2022-09-09,2024-01-30,35180.83,47,1,0,10,2750911,Active
LN001001,CUST001016,Home,33,Male,Business Owner,2160532,845,603489,259656.43,15.83,48,East,2022-09-08,2022-09-21,2023-07-16,12572.69,45,3,0,0,133708,Active
LN001002,CUST001825,Personal,49,Male,Salaried,1249116,809,150759,137976.31,11.64,24,North,2022-09-08,2022-09-15,2024-06-30,6281.62,23,1,0,0,709143,Active
LN001003,CUST004470,Education,25,Female,Self-Employed,1257413,778,1409861,1189620.8,8.58,84,West,2022-09-08,2022-10-06,2024-03-13,16784.06,83,1,5,0,546343,Active
LN001004,CUST003137,Home,32,Male,Business Owner,1499421,718,1505806,1411426.96,7.94,72,East,2022-09-08,2022-09-23,2023-06-14,20913.97,71,1,60,10,242669,Delinquent
LN001005,CUST002194,Home,33,Male,Self-Employed,1925121,684,2064158,772331.38,14.05,12,Central,2022-09-09,2022-09-29,2024-08-02,172013.17,12,0,0,90,2616334,Active
LN001006,CUST000224,Business,42,Male,Salaried,1051321,806,2470958,1574451.77,13.41,60,East,2022-09-09,2022-09-28,2024-04-17,41182.63,60,0,0,10,382292,Active
LN001007,CUST005359,Auto,60,Male,Salaried,2975918,813,820816,291103.53,16.39,48,Central,2022-09-09,2022-09-23,2023-03-07,17100.33,46,2,0,0,2441781,Active
LN001008,CUST006321,Auto,35,Male,Business Owner,1297630,716,790366,120210.01,7.35,12,North,2022-09-09,2022-10-07,2023-11-27,65863.83,12,0,30,0,2848185,Delinquent
LN001009,CUST005899,Home,33,Female,Business Owner,2568342,780,179717,147050.08,16.55,60,Central,2022-09-10,2022-09-28,2023-10-21,2995.28,57,3,0,0,494158,Active
LN001010,CUST004949,Personal,21,Female,Self-Employed,1740500,780,1607025,752974.07,16.76,24,South,2022-09-10,2022-09-15,2024-06-05,66959.38,24,0,15,0,1979396,Active
LN001011,CUST007450,Education,58,Male,Self-Employed,1551299,624,1798147,1516685.62,11.91,48,South,2022-09-10,2022-09-14,2024-05-31,37461.4,46,2,0,0,1891518,Active
LN001012,CUST004159,Education,63,Male,Salaried,960682,678,545766,259411.83,7.84,72,East,2022-09-10,2022-10-02,2024-04-15,7580.08,71,1,10,0,1588423,Active
LN001013,CUST005337,Personal,21,Female,Business Owner,259821,826,1489639,206782.36,17.41,48,South,2022-09-11,2022-09-25,2023-10-22,31034.15,48,0,5,60,520779,Active
LN001014,CUST003926,Home,31,Female,Salaried,945991,534,688061,96640.15,7.79,36,South,2022-09-11,2022-10-06,2023-08-04,19112.81,36,0,90,0,1851776,Default
LN001015,CUST006971,Education,63,Female,Salaried,800956,569,2243311,1549428.97,13.5,48,East,2022-09-11,2022-09-20,2022-11-05,46735.65,48,0,0,0,2364868,Active
LN001016,CUST006939,Auto,60,Male,Self-Employed,1938111,677,2275458,1636764.72,12.42,48,West,2022-09-11,2022-09-15,2024-01-12,47405.38,48,0,10,30,780379,Active
LN001017,CUST004785,Personal,42,Male,Self-Employed,1781876,548,311984,292364.38,16.19,12,North,2022-09-12,2022-09-18,2024-03-08,25998.67,12,0,0,0,146608,Active
LN001018,CUST005581,Business,55,Female,Self-Employed,731318,567,1917789,888633.33,12.53,12,Central,2022-09-12,2022-10-11,2023-12-14,159815.75,11,1,0,60,866393,Active
LN001019,CUST004001,Home,64,Male,Business Owner,417522,506,1654880,1310174.81,12.16,48,East,2022-09-12,2022-09-15,2023-05-29,34476.67,47,1,10,0,1913366,Active
LN001020,CUST001634,Personal,26,Female,Self-Employed,867387,593,1412126,497333.82,16.69,72,South,2022-09-12,2022-09-23,2023-11-26,19612.86,72,0,5,0,1304977,Active
LN001021,CUST002153,Education,48,Female,Business Owner,1760547,580,2420270,738158.31,17.6,60,Central,2022-09-13,2022-09-14,2023-05-09,40337.83,59,1,0,0,104379,Active
